max_wait_seconds,n_replications,avg_quote,expected_conversion_rate,simulated_conversion_rate,shared_rate_given_conversion,avg_wait_time,revenue,cost,profit,profit_per_request,profit_per_converted_rider,matched_pairs,BASE_PRICE,EMPTY_QUEUE_BUMP,MAX_CANDIDATES,BASE_MIN_SAVING_RATIO,BASE_MIN_ABSOLUTE_SAVING,LARGE_QUEUE_THRESHOLD,,Profit(value),value_flag
120,1,0.681044282,0.37236124,0.375890736,0.728052358,46.72940645,10315.58991,8826.466474,1489.123441,0.126325368,0.336069384,1613,0.7,0,12,0.1,0.22,6,,1489.123441,FALSE
15,1,0.686449949,0.362378052,0.365541228,0.301694129,11.51821768,10018.97413,9348.907864,670.0662649,0.056843083,0.155503891,650,0.7,0,12,0.1,0.22,8,,670.0662649,FALSE
60,1,0.681455039,0.371317251,0.373685103,0.597048808,31.11804767,10201.0372,8926.641106,1274.396092,0.108109611,0.289306718,1315,0.7,0,12,0.1,0.22,8,,1274.396092,FALSE
120,1,0.680957754,0.372487006,0.375805904,0.723250564,47.19819413,10317.63608,8832.068564,1485.567519,0.126023712,0.335342555,1602,0.7,0,12,0.1,0.22,8,,1485.567519,FALSE
15,1,0.686461147,0.362366126,0.365541228,0.302622418,11.50661406,10019.05637,9347.833995,671.2223738,0.056941158,0.155772192,652,0.7,0,12,0.1,0.28,6,,671.2223738,FALSE
60,1,0.681720224,0.37076453,0.372836783,0.601137656,30.85756542,10184.72918,8930.084497,1254.644685,0.106434059,0.285470918,1321,0.7,0,12,0.1,0.28,6,,1254.644685,FALSE
120,1,0.681008653,0.372421263,0.375551408,0.726903095,46.85814321,10304.6375,8818.81994,1485.817563,0.126044924,0.335626285,1609,0.7,0,12,0.1,0.28,6,,1485.817563,FALSE
15,1,0.686448252,0.362381293,0.365541228,0.301229984,11.5230912,10018.97413,9349.085946,669.89,0.056827976,0.155462563,649,0.7,0,12,0.1,0.28,8,,669.8881834,FALSE
60,1,0.681440618,0.371345079,0.373685103,0.59523269,31.19432463,10200.83495,8927.302876,1273.532076,0.108036315,0.289110574,1311,0.7,0,12,0.1,0.28,8,,1273.532076,FALSE
120,1,0.680963522,0.372435677,0.375721072,0.721607586,47.35312712,10313.54602,8830.561085,1482.984932,0.125804626,0.334835162,1598,0.7,0,12,0.1,0.28,8,,1482.984932,FALSE
15,1,0.68644944,0.362371213,0.365456396,0.300835655,11.52669452,10010.98334,9340.190309,670.7930351,0.056904737,0.15570869,648,0.7,0,12,0.1,0.35,6,,670.7930351,FALSE
60,1,0.681666101,0.370884063,0.373091279,0.598453843,30.98840382,10193.16533,8934.54411,1258.62122,0.106771396,0.286180359,1316,0.7,0,12,0.1,0.35,6,,1258.62122,FALSE
120,1,0.680943672,0.372666725,0.376230064,0.722435175,47.40067644,10334.01443,8843.95773,1490.056701,0.126404539,0.335976708,1602,0.7,0,12,0.1,0.35,6,,1490.056701,FALSE
15,1,0.686436546,0.36238638,0.365456396,0.299442897,11.54317549,10010.9011,9341.44226,669.4588447,0.056791555,0.155398989,645,0.7,0,12,0.1,0.35,8,,669.4588447,FALSE
60,1,0.681418052,0.371397309,0.373854768,0.594054913,31.25618334,10208.67482,8932.951739,1275.723081,0.108222182,0.289476533,1309,0.7,0,12,0.1,0.35,8,,1275.723081,FALSE
120,1,0.680901765,0.372734021,0.376230064,0.717925592,47.79819617,10337.90091,8848.323051,1489.577857,0.126363917,0.335868739,1592,0.7,0,12,0.1,0.35,8,,1489.577857,FALSE
15,1,0.686253648,0.362674443,0.366304717,0.278832793,11.7929597,10044.80299,9384.491039,660.3119534,0.056015605,0.152920786,602,0.7,0,12,0.12,0.22,6,,660.3119534,FALSE
60,1,0.68112097,0.372042571,0.374448592,0.585410059,31.82464884,10195.94001,8903.154122,1292.785884,0.109669654,0.292883073,1292,0.7,0,12,0.12,0.22,6,,1292.785884,FALSE
120,1,0.68041432,0.373635496,0.376908721,0.706729687,49.16475354,10334.53076,8789.284674,1545.246084,0.131086366,0.347793402,1570,0.7,0,12,0.12,0.22,6,,1545.246084,FALSE
15,1,0.686251272,0.362679082,0.366304717,0.277443261,11.80824456,10044.80299,9386.28402,658.5189722,0.055863503,0.152505552,599,0.7,0,12,0.12,0.22,8,,658.5189722,FALSE
60,1,0.680915677,0.37249535,0.375296912,0.578661844,32.18512658,10216.05136,8915.427783,1300.623573,0.110334541,0.29399267,1280,0.7,0,12,0.12,0.22,8,,1300.623573,FALSE
120,1,0.68026756,0.374055291,0.376908721,0.703578663,49.49516093,10345.54256,8796.940286,1548.602273,0.131371078,0.34854879,1563,0.7,0,12,0.12,0.22,8,,1548.602273,FALSE
15,1,0.686253648,0.362674443,0.366304717,0.278832793,11.7929597,10044.80299,9384.491039,660.3119534,0.056015605,0.152920786,602,0.7,0,12,0.12,0.28,6,,660.3119534,FALSE
60,1,0.68112097,0.372042571,0.374448592,0.585410059,31.82464884,10195.94001,8903.154122,1292.785884,0.109669654,0.292883073,1292,0.7,0,12,0.12,0.28,6,,1292.785884,FALSE
120,1,0.68041432,0.373635496,0.376908721,0.706729687,49.16475354,10334.53076,8789.284674,1545.246084,0.131086366,0.347793402,1570,0.7,0,12,0.12,0.28,6,,1545.246084,FALSE
15,1,0.686251272,0.362679082,0.366304717,0.277443261,11.80824456,10044.80299,9386.28402,658.5189722,0.055863503,0.152505552,599,0.7,0,12,0.12,0.28,8,,658.5189722,FALSE
60,1,0.68091415,0.372488636,0.375296912,0.578209765,32.20388788,10216.05136,8915.610855,1300.440502,0.110319011,0.293951289,1279,0.7,0,12,0.12,0.28,8,,1300.440502,FALSE
120,1,0.68025246,0.374040316,0.377163217,0.703103914,49.5422852,10353.45246,8804.668196,1548.784267,0.131386517,0.348354536,1563,0.7,0,12,0.12,0.28,8,,1548.784267,FALSE
15,1,0.686253308,0.362658697,0.366219885,0.277507528,11.80681028,10036.89252,9377.925292,658.9672286,0.055901529,0.152644714,599,0.7,0,12,0.12,0.35,6,,658.9672286,FALSE
60,1,0.681101459,0.372114064,0.374618256,0.583333333,31.90851449,10201.06596,8907.984618,1293.08134,0.109694718,0.292817332,1288,0.7,0,12,0.12,0.35,6,,1293.08134,FALSE
120,1,0.680357313,0.373806978,0.377502545,0.703370787,49.48382022,10357.77196,8808.534333,1549.237624,0.131424977,0.348143286,1565,0.7,0,12,0.12,0.35,6,,1549.237624,FALSE
15,1,0.686250933,0.362663336,0.366219885,0.276117674,11.82209868,10036.89252,9379.718273,657.1742474,0.055749427,0.152229383,596,0.7,0,12,0.12,0.35,8,,657.1742474,FALSE
60,1,0.680905327,0.372546804,0.375381744,0.576271186,32.28587571,10220.09085,8918.737326,1301.353526,0.110396465,0.294091192,1275,0.7,0,12,0.12,0.35,8,,1301.353526,FALSE
120,1,0.68020207,0.374221706,0.377672209,0.700359389,49.82142857,10374.74793,8822.334693,1552.413234,0.13169437,0.348700187,1559,0.7,0,12,0.12,0.35,8,,1552.413234,FALSE
15,1,0.688844079,0.358284326,0.361045131,0.327067669,11.22955827,9902.664854,9219.951359,682.7134947,0.057915973,0.160412005,696,0.7,0.02,8,0.08,0.22,6,,682.7134947,FALSE
60,1,0.682256702,0.369524374,0.370970478,0.623370684,29.76103362,10125.99987,8906.556237,1219.443634,0.103447882,0.278857451,1363,0.7,0.02,8,0.08,0.22,6,,1219.443634,FALSE
120,1,0.68156583,0.371469798,0.374872752,0.740439013,45.28219054,10278.40609,8841.847958,1436.55813,0.121866146,0.325086701,1636,0.7,0.02,8,0.08,0.22,6,,1436.55813,FALSE
15,1,0.688835426,0.358299343,0.361045131,0.32612782,11.24013158,9902.656049,9220.75324,681.9028093,0.057847201,0.160221525,694,0.7,0.02,8,0.08,0.22,8,,681.9028093,FALSE
60,1,0.682091619,0.36989768,0.371564303,0.612785388,30.27146119,10147.28334,8921.930266,1225.353073,0.103949192,0.279760976,1342,0.7,0.02,8,0.08,0.22,8,,1225.353073,FALSE
120,1,0.681443502,0.371614336,0.375296912,0.736437613,45.67834539,10283.78883,8843.980862,1439.807968,0.122141836,0.325453881,1629,0.7,0.02,8,0.08,0.22,8,,1439.807968,FALSE
15,1,0.688832033,0.358295399,0.361045131,0.32424812,11.25822368,9902.597121,9221.029789,681.57,0.057818742,0.1601427,690,0.7,0.02,8,0.08,0.28,6,,681.5673322,FALSE
60,1,0.682234815,0.369601017,0.371224975,0.620658135,29.9261883,10133.97471,8914.071951,1219.902759,0.103486831,0.278771197,1358,0.7,0.02,8,0.08,0.28,6,,1219.902759,FALSE
120,1,0.681538514,0.371424916,0.37478792,0.739701222,45.40018108,10273.70646,8838.841779,1434.864682,0.121722487,0.324776977,1634,0.7,0.02,8,0.08,0.28,6,,1434.864682,FALSE
15,1,0.68882338,0.358310415,0.361045131,0.323308271,11.26879699,9902.588316,9221.831669,680.7566467,0.05774997,0.15995222,688,0.7,0.02,8,0.08,0.28,8,,680.7566467,FALSE
60,1,0.682043943,0.369990022,0.371733967,0.610680055,30.39091739,10150.11981,8921.717198,1228.402616,0.104207891,0.280329214,1338,0.7,0.02,8,0.08,0.28,8,,1228.402616,FALSE
120,1,0.681391585,0.37164766,0.375296912,0.735081374,45.89669982,10285.16815,8847.856886,1437.311259,0.121930036,0.324889525,1626,0.7,0.02,8,0.08,0.28,8,,1437.311259,FALSE
15,1,0.688809976,0.358326026,0.360875467,0.318758815,11.32110954,9891.234429,9213.028349,678.2060796,0.0575336,0.159427851,678,0.7,0.02,8,0.08,0.35,6,,678.2060796,FALSE
60,1,0.682130981,0.36980366,0.371733967,0.617982656,30.06481059,10145.45354,8915.211367,1230.242171,0.104363944,0.280749012,1354,0.7,0.02,8,0.08,0.35,6,,1230.242171,FALSE
120,1,0.681360875,0.371842979,0.37563624,0.734417344,45.99164408,10296.96003,8858.744494,1438.215533,0.122006747,0.324800256,1626,0.7,0.02,8,0.08,0.35,6,,1438.215533,FALSE
15,1,0.688794537,0.358355988,0.360875467,0.317348378,11.33544899,9891.176401,9214.04807,677.1283314,0.057442173,0.159174502,675,0.7,0.02,8,0.08,0.35,8,,677.1283314,FALSE
60,1,0.681950458,0.37020351,0.372073295,0.60875513,30.52188782,10158.3212,8923.717556,1234.603645,0.104733937,0.281487379,1335,0.7,0.02,8,0.08,0.35,8,,1234.603645,FALSE
120,1,0.681230064,0.372057704,0.375805904,0.730474041,46.38984199,10291.53922,8847.918222,1443.621001,0.122465304,0.325873815,1618,0.7,0.02,8,0.08,0.35,8,,1443.621001,FALSE
15,1,0.688678317,0.358615322,0.361129963,0.302090674,11.51679587,9921.682334,9231.576784,690.1055496,0.058543056,0.16211077,643,0.7,0.02,8,0.1,0.22,6,,690.1055496,FALSE
60,1,0.681845606,0.370514492,0.372242959,0.602552416,30.78030994,10163.36857,8911.498829,1251.869743,0.106198655,0.285293925,1322,0.7,0.02,8,0.1,0.22,6,,1251.869743,FALSE
120,1,0.680916525,0.372571945,0.3760604,0.724114595,47.18181818,10313.1068,8831.069412,1482.037389,0.125724244,0.334319285,1605,0.7,0.02,8,0.1,0.22,6,,1482.037389,FALSE
15,1,0.688663726,0.358634092,0.361129963,0.300681231,11.53347428,9921.600094,9232.828735,688.7713592,0.058429874,0.161797359,640,0.7,0.02,8,0.1,0.22,8,,688.7713592,FALSE
60,1,0.681559552,0.371111889,0.373091279,0.596634834,31.12983174,10179.4221,8907.875609,1271.546495,0.107867874,0.289119258,1312,0.7,0.02,8,0.1,0.22,8,,1271.546495,FALSE
120,1,0.680770275,0.372793224,0.376145232,0.719440686,47.64839874,10317.24203,8834.349041,1482.89299,0.125796826,0.334436849,1595,0.7,0.02,8,0.1,0.22,8,,1482.89299,FALSE
15,1,0.688674924,0.358605139,0.361129963,0.30162086,11.52172892,9921.627452,9231.754866,689.8725866,0.058523294,0.162056046,642,0.7,0.02,8,0.1,0.28,6,,689.8725866,FALSE
60,1,0.681824737,0.370559168,0.372242959,0.600729262,30.8689608,10163.11409,8911.319001,1251.795088,0.106192322,0.285276912,1318,0.7,0.02,8,0.1,0.28,6,,1251.795088,FALSE
120,1,0.680880896,0.372631969,0.375721072,0.722962294,47.3109054,10302.15439,8823.422878,1478.731511,0.1254438,0.333874805,1601,0.7,0.02,8,0.1,0.28,6,,1478.731511,FALSE
15,1,0.688660333,0.358623908,0.361129963,0.300211416,11.53840733,9921.545212,9233.006816,688.5383963,0.058410112,0.161742635,639,0.7,0.02,8,0.1,0.28,8,,688.5383963,FALSE
60,1,0.681545131,0.371139717,0.373091279,0.594815825,31.2062301,10179.21986,8908.537379,1270.682479,0.107794577,0.288922801,1308,0.7,0.02,8,0.1,0.28,8,,1270.682479,FALSE
120,1,0.680750763,0.372776739,0.3760604,0.717798331,47.83081435,10312.06642,8832.509388,1479.557028,0.12551383,0.333759763,1591,0.7,0.02,8,0.1,0.28,8,,1479.557028,FALSE
15,1,0.688663217,0.358610225,0.361045131,0.29981203,11.54205827,9913.554427,9224.111179,689.44,0.058486872,0.161993244,638,0.7,0.02,8,0.1,0.35,6,,689.4432479,FALSE
60,1,0.681770614,0.370678701,0.372497455,0.598041448,31,10171.55024,8915.778613,1255.771623,0.106529659,0.285987616,1313,0.7,0.02,8,0.1,0.35,6,,1255.771623,FALSE
120,1,0.680716322,0.372930718,0.376399729,0.718503493,47.88505747,10313.8192,8832.250189,1481.569016,0.125684511,0.333912332,1594,0.7,0.02,8,0.1,0.35,6,,1481.569016,FALSE
15,1,0.688648626,0.358628995,0.361045131,0.298402256,11.5587406,9913.472188,9225.36313,688.11,0.05837369,0.16167976,635,0.7,0.02,8,0.1,0.35,8,,688.1090576,FALSE
60,1,0.681522565,0.371191946,0.373260943,0.593636364,31.26818182,10187.05973,8914.186243,1272.873485,0.107980445,0.289289428,1306,0.7,0.02,8,0.1,0.35,8,,1272.873485,FALSE
120,1,0.680660502,0.373013782,0.376569393,0.714124803,48.28452354,10320.77101,8837.033675,1483.737332,0.125868454,0.334250356,1585,0.7,0.02,8,0.1,0.35,8,,1483.737332,FALSE
15,1,0.688361045,0.359174614,0.362317611,0.278623273,11.79700304,9957.963518,9279.705949,678.2575694,0.057537968,0.158805331,595,0.7,0.02,8,0.12,0.22,6,,678.2575694,FALSE
60,1,0.68121225,0.371830712,0.373769936,0.583749433,31.88447571,10171.66287,8883.630148,1288.032722,0.109266434,0.292336069,1286,0.7,0.02,8,0.12,0.22,6,,1288.032722,FALSE
120,1,0.680259247,0.374004729,0.377163217,0.705353126,49.24134053,10337.74109,8805.489064,1532.252026,0.129984054,0.344636083,1568,0.7,0.02,8,0.12,0.22,6,,1532.252026,FALSE
15,1,0.688356973,0.359169184,0.362317611,0.27721845,11.8124561,9957.932198,9281.49893,676.4332682,0.057383209,0.158378194,592,0.7,0.02,8,0.12,0.22,8,,676.4332682,FALSE
60,1,0.681026637,0.372256922,0.374533424,0.576670442,32.25345413,10190.20757,8896.186913,1294.020653,0.109774402,0.293096411,1273,0.7,0.02,8,0.12,0.22,8,,1294.020653,FALSE
120,1,0.680107567,0.374456388,0.377163217,0.702654071,49.54768331,10348.68499,8812.491931,1536.193057,0.130318379,0.345522505,1562,0.7,0.02,8,0.12,0.22,8,,1536.193057,FALSE
15,1,0.688361045,0.359174614,0.362317611,0.278623273,11.79700304,9957.963518,9279.705949,678.2575694,0.057537968,0.158805331,595,0.7,0.02,8,0.12,0.28,6,,678.2575694,FALSE
60,1,0.68121225,0.371830712,0.373769936,0.583749433,31.88447571,10171.66287,8883.630148,1288.032722,0.109266434,0.292336069,1286,0.7,0.02,8,0.12,0.28,6,,1288.032722,FALSE
120,1,0.680259247,0.374004729,0.377163217,0.705353126,49.24134053,10337.74109,8805.489064,1532.252026,0.129984054,0.344636083,1568,0.7,0.02,8,0.12,0.28,6,,1532.252026,FALSE
15,1,0.688356973,0.359169184,0.362317611,0.27721845,11.8124561,9957.932198,9281.49893,676.4332682,0.057383209,0.158378194,592,0.7,0.02,8,0.12,0.28,8,,676.4332682,FALSE
60,1,0.68102511,0.372250208,0.374533424,0.576217441,32.27225368,10190.20757,8896.369984,1293.837582,0.109758872,0.293054945,1272,0.7,0.02,8,0.12,0.28,8,,1293.837582,FALSE
120,1,0.680092467,0.374441413,0.377417713,0.702180265,49.59474039,10356.59489,8820.219841,1536.375051,0.130333818,0.345330423,1562,0.7,0.02,8,0.12,0.28,8,,1536.375051,FALSE
15,1,0.688360706,0.359158868,0.362232779,0.277283372,11.81100703,9950.053047,9273.140202,676.9128446,0.057423892,0.158527598,592,0.7,0.02,8,0.12,0.35,6,,676.9128446,FALSE
60,1,0.681192738,0.371902205,0.3739396,0.582123412,31.948049,10176.78882,8888.309056,1288.479767,0.109304358,0.292304847,1283,0.7,0.02,8,0.12,0.35,6,,1288.479767,FALSE
120,1,0.680173906,0.374208107,0.378011537,0.702872531,49.45713645,10371.92026,8833.922793,1537.997464,0.130471451,0.345152034,1566,0.7,0.02,8,0.12,0.35,6,,1537.997464,FALSE
15,1,0.688356634,0.359153439,0.362232779,0.27587822,11.8264637,9950.021727,9274.933183,675.0885434,0.057269133,0.158100361,589,0.7,0.02,8,0.12,0.35,8,,675.0885434,FALSE
60,1,0.681016288,0.372308376,0.374618256,0.574728261,32.33401268,10194.24706,8899.344866,1294.902195,0.109849185,0.293229664,1269,0.7,0.02,8,0.12,0.35,8,,1294.902195,FALSE
120,1,0.680044452,0.374548525,0.378096369,0.700022437,49.77069778,10385.25349,8844.829341,1540.424147,0.130677311,0.345619059,1560,0.7,0.02,8,0.12,0.35,8,,1540.424147,FALSE
15,1,0.688844079,0.358284326,0.361045131,0.327067669,11.22955827,9902.664854,9219.951359,682.7134947,0.057915973,0.160412005,696,0.7,0.02,10,0.08,0.22,6,,682.7134947,FALSE
60,1,0.682276213,0.36951035,0.370970478,0.623370684,29.75348731,10126.38021,8904.845828,1221.534382,0.103625245,0.279335555,1363,0.7,0.02,10,0.08,0.22,6,,1221.534382,FALSE
120,1,0.681584493,0.37138942,0.374448592,0.74218396,45.13525147,10268.409,8828.01215,1440.39685,0.122191792,0.326324615,1638,0.7,0.02,10,0.08,0.22,6,,1440.39685,FALSE
15,1,0.688835426,0.358299343,0.361045131,0.32612782,11.24013158,9902.656049,9220.75324,681.9028093,0.057847201,0.160221525,694,0.7,0.02,10,0.08,0.22,8,,681.9028093,FALSE
60,1,0.682099423,0.369881295,0.371564303,0.613242009,30.24954338,10147.426,8921.434576,1225.991424,0.104003344,0.279906718,1343,0.7,0.02,10,0.08,0.22,8,,1225.991424,FALSE
120,1,0.681521717,0.371525364,0.374957584,0.73800905,45.54049774,10275.73388,8834.965687,1440.768192,0.122223294,0.325965654,1631,0.7,0.02,10,0.08,0.22,8,,1440.768192,FALSE
15,1,0.688832033,0.358295399,0.361045131,0.32424812,11.25822368,9902.597121,9221.029789,681.57,0.057818742,0.1601427,690,0.7,0.02,10,0.08,0.28,6,,681.5673322,FALSE
60,1,0.682254326,0.369586993,0.371224975,0.620658135,29.91864717,10134.35505,8912.361542,1221.993508,0.103664193,0.279248973,1358,0.7,0.02,10,0.08,0.28,6,,1221.993508,FALSE
120,1,0.681557177,0.371344539,0.37436376,0.741445729,45.2533424,10263.70937,8825.005971,1438.703402,0.122048134,0.32601482,1636,0.7,0.02,10,0.08,0.28,6,,1438.703402,FALSE
15,1,0.68882338,0.358310415,0.361045131,0.323308271,11.26879699,9902.588316,9221.831669,680.7566467,0.05774997,0.15995222,688,0.7,0.02,10,0.08,0.28,8,,680.7566467,FALSE
60,1,0.682051748,0.369973637,0.371733967,0.611136467,30.36900958,10150.26248,8921.221509,1229.040967,0.104262043,0.28047489,1339,0.7,0.02,10,0.08,0.28,8,,1229.040967,FALSE
120,1,0.681450967,0.37158356,0.374957584,0.736651584,45.78099548,10270.81494,8833.590852,1437.224088,0.121922641,0.325163821,1628,0.7,0.02,10,0.08,0.28,8,,1437.224088,FALSE
15,1,0.688809976,0.358326026,0.360875467,0.318758815,11.32110954,9891.234429,9213.028349,678.2060796,0.0575336,0.159427851,678,0.7,0.02,10,0.08,0.35,6,,678.2060796,FALSE
60,1,0.682150492,0.369789635,0.371733967,0.617982656,30.06412597,10145.83388,8913.590079,1232.243799,0.104533746,0.281205796,1354,0.7,0.02,10,0.08,0.35,6,,1232.243799,FALSE
120,1,0.681442823,0.371709542,0.37521208,0.735699751,45.83608411,10285.23307,8842.381429,1442.851639,0.122400037,0.326215609,1627,0.7,0.02,10,0.08,0.35,6,,1442.851639,FALSE
15,1,0.688794537,0.358355988,0.360875467,0.317348378,11.33544899,9891.176401,9214.04807,677.1283314,0.057442173,0.159174502,675,0.7,0.02,10,0.08,0.35,8,,677.1283314,FALSE
60,1,0.681958263,0.370187124,0.372073295,0.609211126,30.5,10158.46386,8923.221866,1235.241996,0.104788089,0.281632922,1336,0.7,0.02,10,0.08,0.35,8,,1235.241996,FALSE
120,1,0.681319817,0.371964615,0.375466576,0.732037958,46.20854044,10281.22992,8834.49982,1446.730099,0.122729055,0.326870786,1620,0.7,0.02,10,0.08,0.35,8,,1446.730099,FALSE
15,1,0.688678317,0.358615322,0.361129963,0.302090674,11.51679587,9921.682334,9231.576784,690.1055496,0.058543056,0.16211077,643,0.7,0.02,10,0.1,0.22,6,,690.1055496,FALSE
60,1,0.681852901,0.370515822,0.372242959,0.603008204,30.76640839,10163.60471,8912.054554,1251.550154,0.106171543,0.285221093,1323,0.7,0.02,10,0.1,0.22,6,,1251.550154,FALSE
120,1,0.681012216,0.372476052,0.376145232,0.727108705,46.89512855,10320.73865,8833.467435,1487.271215,0.12616824,0.33542427,1612,0.7,0.02,10,0.1,0.22,6,,1487.271215,FALSE
15,1,0.688663726,0.358634092,0.361129963,0.300681231,11.53347428,9921.600094,9232.828735,688.7713592,0.058429874,0.161797359,640,0.7,0.02,10,0.1,0.22,8,,688.7713592,FALSE
60,1,0.681566848,0.371113219,0.373091279,0.597089586,31.1159618,10179.65824,8908.431334,1271.226906,0.107840762,0.289046591,1313,0.7,0.02,10,0.1,0.22,8,,1271.226906,FALSE
120,1,0.680925008,0.372594367,0.3760604,0.72276111,47.30882021,10322.78306,8835.658628,1487.124429,0.126155788,0.335466824,1602,0.7,0.02,10,0.1,0.22,8,,1487.124429,FALSE
15,1,0.688674924,0.358605139,0.361129963,0.30162086,11.52172892,9921.627452,9231.754866,689.8725866,0.058523294,0.162056046,642,0.7,0.02,10,0.1,0.28,6,,689.8725866,FALSE
60,1,0.681832033,0.370560498,0.372242959,0.60118505,30.85505925,10163.35022,8911.874726,1251.475499,0.10616521,0.285204079,1319,0.7,0.02,10,0.1,0.28,6,,1251.475499,FALSE
120,1,0.680976586,0.372536075,0.375805904,0.725959368,47.02392777,10309.78624,8825.820902,1483.965338,0.125887796,0.334980889,1608,0.7,0.02,10,0.1,0.28,6,,1483.965338,FALSE
15,1,0.688660333,0.358623908,0.361129963,0.300211416,11.53840733,9921.545212,9233.006816,688.5383963,0.058410112,0.161742635,639,0.7,0.02,10,0.1,0.28,8,,688.5383963,FALSE
60,1,0.681552426,0.371141047,0.373091279,0.595270578,31.19236016,10179.45599,8909.093105,1270.36289,0.107767466,0.288850134,1309,0.7,0.02,10,0.1,0.28,8,,1270.36289,FALSE
120,1,0.680930777,0.372543038,0.375975568,0.721119134,47.46367329,10318.69299,8834.151149,1484.541842,0.125936702,0.334959802,1598,0.7,0.02,10,0.1,0.28,8,,1484.541842,FALSE
15,1,0.688663217,0.358610225,0.361045131,0.29981203,11.54205827,9913.554427,9224.111179,689.44,0.058486872,0.161993244,638,0.7,0.02,10,0.1,0.35,6,,689.4432479,FALSE
60,1,0.68177791,0.370680031,0.372497455,0.598496926,30.98610795,10171.78637,8916.334338,1255.452034,0.106502548,0.285914833,1314,0.7,0.02,10,0.1,0.35,6,,1255.452034,FALSE
120,1,0.680887343,0.372824733,0.376314897,0.720919748,47.6345807,10340.46856,8852.001117,1488.47,0.126269718,0.335542705,1599,0.7,0.02,10,0.1,0.35,6,,1488.46744,FALSE
15,1,0.688648626,0.358628995,0.361045131,0.298402256,11.5587406,9913.472188,9225.36313,688.11,0.05837369,0.16167976,635,0.7,0.02,10,0.1,0.35,8,,688.1090576,FALSE
60,1,0.681529861,0.371193277,0.373260943,0.594090909,31.25431818,10187.29586,8914.741968,1272.553895,0.107953334,0.289216794,1307,0.7,0.02,10,0.1,0.35,8,,1272.553895,FALSE
120,1,0.680840007,0.372909399,0.376399729,0.716700473,48.00721208,10346.22496,8857.104642,1489.120317,0.126325103,0.335614225,1590,0.7,0.02,10,0.1,0.35,8,,1489.120317,FALSE
15,1,0.688361045,0.359174614,0.362317611,0.278623273,11.79700304,9957.963518,9279.705949,678.2575694,0.057537968,0.158805331,595,0.7,0.02,10,0.12,0.22,6,,678.2575694,FALSE
60,1,0.681222599,0.371845247,0.373854768,0.584070796,31.88087134,10173.2132,8885.800661,1287.412536,0.109213822,0.292129007,1287,0.7,0.02,10,0.12,0.22,6,,1287.412536,FALSE
120,1,0.680408721,0.373682389,0.377078385,0.705961755,49.22092238,10341.88699,8798.013204,1543.873785,0.130969951,0.347328186,1569,0.7,0.02,10,0.12,0.22,6,,1543.873785,FALSE
15,1,0.688356973,0.359169184,0.362317611,0.27721845,11.8124561,9957.932198,9281.49893,676.4332682,0.057383209,0.158378194,592,0.7,0.02,10,0.12,0.22,8,,676.4332682,FALSE
60,1,0.681038344,0.372269331,0.374618256,0.577445652,32.22735507,10191.80172,8897.23672,1294.564998,0.10982058,0.293153306,1275,0.7,0.02,10,0.12,0.22,8,,1294.564998,FALSE
120,1,0.680261961,0.374102184,0.377078385,0.702812148,49.5511811,10352.89879,8805.668816,1547.229974,0.131254664,0.348083234,1562,0.7,0.02,10,0.12,0.22,8,,1547.229974,FALSE
15,1,0.688361045,0.359174614,0.362317611,0.278623273,11.79700304,9957.963518,9279.705949,678.2575694,0.057537968,0.158805331,595,0.7,0.02,10,0.12,0.28,6,,678.2575694,FALSE
60,1,0.681222599,0.371845247,0.373854768,0.584070796,31.88087134,10173.2132,8885.800661,1287.412536,0.109213822,0.292129007,1287,0.7,0.02,10,0.12,0.28,6,,1287.412536,FALSE
120,1,0.680408721,0.373682389,0.377078385,0.705961755,49.22092238,10341.88699,8798.013204,1543.873785,0.130969951,0.347328186,1569,0.7,0.02,10,0.12,0.28,6,,1543.873785,FALSE
15,1,0.688356973,0.359169184,0.362317611,0.27721845,11.8124561,9957.932198,9281.49893,676.4332682,0.057383209,0.158378194,592,0.7,0.02,10,0.12,0.28,8,,676.4332682,FALSE
60,1,0.681036817,0.372262618,0.374618256,0.576992754,32.24615036,10191.80172,8897.419791,1294.381927,0.10980505,0.293111849,1274,0.7,0.02,10,0.12,0.28,8,,1294.381927,FALSE
120,1,0.680246861,0.374087209,0.377332881,0.702338129,49.5982464,10360.80869,8813.396726,1547.411968,0.131270102,0.347889381,1562,0.7,0.02,10,0.12,0.28,8,,1547.411968,FALSE
15,1,0.688360706,0.359158868,0.362232779,0.277283372,11.81100703,9950.053047,9273.140202,676.9128446,0.057423892,0.158527598,592,0.7,0.02,10,0.12,0.35,6,,676.9128446,FALSE
60,1,0.681203088,0.37191674,0.374024432,0.582444999,31.94443184,10178.33915,8890.479569,1287.859581,0.109251746,0.292097886,1284,0.7,0.02,10,0.12,0.35,6,,1287.859581,FALSE
120,1,0.680351714,0.373853871,0.377672209,0.703054807,49.4925876,10365.12819,8817.111274,1548.016913,0.131321421,0.347712694,1565,0.7,0.02,10,0.12,0.35,6,,1548.016913,FALSE
15,1,0.688356634,0.359153439,0.362232779,0.27587822,11.8264637,9950.021727,9274.933183,675.0885434,0.057269133,0.158100361,589,0.7,0.02,10,0.12,0.35,8,,675.0885434,FALSE
